"text", "translation"
"この評価は少し不満か？\n2番人気はこの娘、ここまで無敗ジュニア王者\n%h_pop2","Is this rating a little unsatisfactory? The second favorite is this girl, the undefeated junior champion so far %h_pop2"
"3番人気にはここまで無敗ジュニア王者\n%h_pop3","The third favorite is the undefeated junior champion so far, %h_pop3."
"3番人気はこの娘です、\nここまで無敗ジュニア王者\n%h_pop3","The third favorite is this girl, the undefeated junior champion so far %h_pop3"
"虎視眈々と上位を狙っています\n3番人気はここまで無敗ジュニア王者\n%h_pop3","The third favorite is the undefeated junior champion. The third favorite is the undefeated junior champion, %h_pop3."
"人気と実力を兼ね備えた\nここまで無敗ジュニア王者\n%h_pop3\n今日は3番人気です","The undefeated junior champion so far, who combines popularity and power %h_pop3, is the third favorite today."
"さあ、今日の主役はこのウマ娘をおいて他にいない\nここまで無敗ジュニア王者\n%h_pop1、1番人気です","Now, the star of the show today is none other than this horsegirl, the undefeated junior champion %h_pop1 so far, the number 1 favorite!"
"威風堂々とスタートを待つのはこのウマ娘\nここまで無敗ジュニア王者\n%h_pop1、1番人気です","Waiting for the start with dignity is this horsegirl, the undefeated junior champion %h_pop1, this race's favorite!"
"スタンドに押しかけた\nファンの期待を一身に背負って\nここまで無敗ジュニア王者\n%h_pop1、1番人気です","The undefeated junior champion, %h_pop1, is the favorite, carrying the expectations of the fans in the stands."
"対抗するのはここまで無敗ジュニア王者\n%h_pop2\n真っ向勝負に注目だ","His opponent is the undefeated junior champion, %h_pop2, and she's ready for a head-to-head battle."
"2番人気はここまで無敗ジュニア王者\n%h_pop2\n実力は1番人気にも引けを取りません","The second favorite is the undefeated junior champion, %h_pop2, who is as good as the first favorite."
"さあ、2番人気はこの娘\nここまで無敗ジュニア王者\n%h_pop2\n十分に勝利を狙えますよ","Now, the second favorite is %h_pop2, the undefeated junior champion, and she's got a good shot at winning."
"対抗するのはここまで無敗ジュニア王者\n%h_pop2\n実力は1番人気にも引けを取りません","His opponent is the undefeated junior champion, %h_pop2, and she's as good as the favorite."
"2番人気はここまで無敗ジュニア王者\n%h_pop2\n十分に勝利を狙えますよ","The second favorite is the undefeated junior champion, %h_pop2, and she's got a good shot at winning."
"さあ、2番人気はこの娘\nここまで無敗ジュニア王者\n%h_pop2\n真っ向勝負に注目だ","Now, the second favorite is this girl, the undefeated junior champion, %h_pop2, and we're looking at a head-to-head battle."
"対抗するのはここまで無敗ジュニア王者\n%h_pop2\n十分に勝利を狙えますよ","She'll be facing the undefeated junior champion, %h_pop2, who has a good shot at victory."
"2番人気はここまで無敗ジュニア王者\n%h_pop2\n真っ向勝負に注目だ","The second favorite is the undefeated junior champion, %h_pop2, and she's looking for a head-to-head battle."
"さあ、2番人気はこの娘\nここまで無敗ジュニア王者\n%h_pop2\n実力は1番人気にも引けを取りません","Now, the second favorite is this girl, the undefeated junior champion, %h_pop2, who is as good as the first favorite."
"ここまで無敗ジュニア王者\n%h_pop3\n現在、3番人気\n注目株のウマ娘だ！","The undefeated junior champion, %h_pop3, is currently the third most popular horse girl in the world!"
"ここまで無敗ジュニア王者\n%h_pop3\n3番人気です\n下剋上は起りうるのか！？","She's the undefeated junior champion so far, and the 3rd most popular. Can %h_pop3 win the championship?"
"ここまで無敗ジュニア王者\n%h_pop3\n現在、3番人気\n下剋上は起りうるのか！？","As the undefeated junior champion %h_pop3 so far, can the third favorite win over the rest?"
"ここまで無敗ジュニア王者\n%h_pop3\n3番人気です\n実力は間違いなく上位です！","%h_pop3's the undefeated junior champion so far, and the 3rd most popular. He's definitely the best!"
"ここまで無敗ジュニア王者\n%h_pop3\n現在、3番人気\n実力は間違いなく上位です！","Undefeated junior champion up to this point %h_pop3, currently the third most popular, and definitely the most powerful!"
"ここまで無敗ジュニア王者\n%h_pop3\n3番人気です\n注目株のウマ娘だ！","%h_pop3's the undefeated junior champion so far, and the 3rd most popular. The hottest horse girl in town!"
"注目のここまで無敗ジュニア王者\n%h_player\n%p_waku_banでの出走","The undefeated junior champion, %h_player %p_waku_ban, is in the spotlight."
"現在、1番人気は春の天皇賞ウマ娘\n%h_pop1","Currently, the most popular is the Spring Tennou Sho horse girl %h_pop1"
"このレース、最も人気を集めているのは\n春の天皇賞ウマ娘\n%h_pop1、1番人気です","The most popular horse in this race is the Spring Tennou Sho winner, Uma Musume %h_pop1, the first favorite!"
"さあ、1番人気の紹介です\n春の天皇賞ウマ娘\n%h_pop1","Now, let's introduce the most popular one! Spring Tennoushou Horse Girl %h_pop1"
"1番人気はもちろんこの娘\n春の天皇賞ウマ娘\n%h_pop1","The most popular is, of course, this girl, the Spring Tennoushou Uma Musume %h_pop1"
"続く2番人気は春の天皇賞ウマ娘\n%h_pop2","The next most popular is the Spring Emperor's Prize winner, Uma Musume %h_pop2."
"2番人気を紹介しましょう\n春の天皇賞ウマ娘\n%h_pop2","Let's take a look at the second most popular horse, the Spring Tennoushou Horse Girl %h_pop2"
"実力は負けていません\n2番人気、春の天皇賞ウマ娘\n%h_pop2","She's as strong as they come. The second most popular horse, the Spring Emperor's Prize, Uma Musume %h_pop2"
"この評価は少し不満か？\n2番人気はこの娘、春の天皇賞ウマ娘\n%h_pop2","Is this rating a little unsatisfactory? The second favorite is this girl, the Spring Tennoushou Uma Musume %h_pop2"
"3番人気には春の天皇賞ウマ娘\n%h_pop3","Spring Tennou Sho for the 3rd most popular horse girl %h_pop3"
"3番人気はこの娘です、\n春の天皇賞ウマ娘\n%h_pop3","The third most popular girl is this one, the Spring Tennoushou Uma Musume %h_pop3"
"虎視眈々と上位を狙っています\n3番人気は春の天皇賞ウマ娘\n%h_pop3","The third most popular horse is the winner of the Spring Tennousa. The third most popular horse is the Spring Tennoushou Uma Musume %h_pop3"
"人気と実力を兼ね備えた\n春の天皇賞ウマ娘\n%h_pop3\n今日は3番人気です","The spring Tennou Sho for both popularity and ability, Uma Musume %h_pop3 is the third most popular today."
"さあ、今日の主役はこのウマ娘をおいて他にいない\n春の天皇賞ウマ娘\n%h_pop1、1番人気です","Now, the star of the show today is none other than this horsegirl, the Spring Tennou-sho horsegirl %h_pop1, the number 1 favorite!"
"威風堂々とスタートを待つのはこのウマ娘\n春の天皇賞ウマ娘\n%h_pop1、1番人気です","Waiting for the majestic start is this horse girl, Uma Musume %h_pop1, the most popular horse in the Spring Tennoushou!"
"スタンドに押しかけた\nファンの期待を一身に背負って\n春の天皇賞ウマ娘\n%h_pop1、1番人気です","%h_pop1's the most popular horse girl in the Spring Tennou-sho, carrying the expectations of all the fans in the stands."
"対抗するのは春の天皇賞ウマ娘\n%h_pop2\n真っ向勝負に注目だ","I'll be competing against you for the Spring Tennou Sho, Uma Musume %h_pop2, in a head-to-head battle."
"2番人気は春の天皇賞ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","The second favorite is the Spring Tenno Sho horsegirl %h_pop2, and she is as strong as the first favorite."
"さあ、2番人気はこの娘\n春の天皇賞ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","Now, the second favorite is %h_pop2, and she has a good shot at winning the Emperor's Award in the spring."
"対抗するのは春の天皇賞ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","The opponent is the Spring Tenno Sho horsegirl %h_pop2, who is as strong as the favorite."
"2番人気は春の天皇賞ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","The second favorite is the Spring Tenno Sho horsegirl %h_pop2, who is good enough to win!"
"さあ、2番人気はこの娘\n春の天皇賞ウマ娘\n%h_pop2\n真っ向勝負に注目だ","Now, let's see who's the second favorite for the Spring Tennoushou Uma Musume %h_pop2 head-to-head competition."
"対抗するのは春の天皇賞ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","I'll be competing against you for the Tennou Sho in the spring, Uma Musume %h_pop2, and you'll be well on your way to victory."
"2番人気は春の天皇賞ウマ娘\n%h_pop2\n真っ向勝負に注目だ","The second most popular is looking at a head-to-head battle for the Spring Emperor's Prize, Uma Musume %h_pop2."
"さあ、2番人気はこの娘\n春の天皇賞ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","Now, the second most popular is %h_pop2, and she's as good as the first."
"春の天皇賞ウマ娘\n%h_pop3\n現在、3番人気\n注目株のウマ娘だ！","The Spring Tennou Sho, Uma Musume %h_pop3, is currently the third most popular horse girl on the planet!"
"春の天皇賞ウマ娘\n%h_pop3\n3番人気です\n下剋上は起りうるのか！？","%h_pop3's the 3rd most popular horse girl in the Spring Tennoushou. Can a victory over the rest of the field happen?"
"春の天皇賞ウマ娘\n%h_pop3\n現在、3番人気\n下剋上は起りうるのか！？","Spring TennoushouUmamamusume %h_pop3 Currently, can the third favorite win the race?"
"春の天皇賞ウマ娘\n%h_pop3\n3番人気です\n実力は間違いなく上位です！","She's the 3rd most popular horse girl in the Spring Tennoushou. %h_pop3 is definitely a top performer!"
"春の天皇賞ウマ娘\n%h_pop3\n現在、3番人気\n実力は間違いなく上位です！","Spring Tennou Sho, Uma Musume %h_pop3, currently the third most popular, and definitely the most powerful!"
"春の天皇賞ウマ娘\n%h_pop3\n3番人気です\n注目株のウマ娘だ！","%h_pop3's the 3rd most popular horse girl in the Spring Emperor's Awards. The hottest horse girl in the world!"
"注目の春の天皇賞ウマ娘\n%h_player\n%p_waku_banでの出走","Featured Spring Emperor's Race at Uma Musume %h_player %p_waku_ban"
"現在、1番人気はここまで無敗春の天皇賞ウマ娘\n%h_pop1","Currently, the most popular is the undefeated spring emperor so far, Uma Musume %h_pop1"
"このレース、最も人気を集めているのは\nここまで無敗春の天皇賞ウマ娘\n%h_pop1、1番人気です","The most popular horse in this race is the undefeated spring emperor's daughter %h_pop1, the number one favorite!"
"さあ、1番人気の紹介です\nここまで無敗春の天皇賞ウマ娘\n%h_pop1","Now, let me introduce you to the most popular one. Undefeated so far in the Spring Tennoushou Uma Musume %h_pop1"
"1番人気はもちろんこの娘\nここまで無敗春の天皇賞ウマ娘\n%h_pop1","The favorite is, of course, this girl, who has been undefeated so far in the spring Tennou Sho-Uma Musume %h_pop1"
"続く2番人気はここまで無敗春の天皇賞ウマ娘\n%h_pop2","The next favorite is the undefeated spring emperor, Uma Musume %h_pop2."
"2番人気を紹介しましょう\nここまで無敗春の天皇賞ウマ娘\n%h_pop2","Let's take a look at the second favorite, so far undefeated in the Spring Emperor's race, Uma Musume %h_pop2."
"実力は負けていません\n2番人気、ここまで無敗春の天皇賞ウマ娘\n%h_pop2","%h_pop's as strong as they come. The second most popular horse, undefeated so far in the Spring Emperor's Championship."
"この評価は少し不満か？\n2番人気はこの娘、ここまで無敗春の天皇賞ウマ娘\n%h_pop2","Is this rating a little unsatisfactory? The second favorite is this girl, who is so far undefeated in the Spring Tennoushou Uma Musume %h_pop2"
"3番人気にはここまで無敗春の天皇賞ウマ娘\n%h_pop3","The third favorite is the undefeated spring emperor so far, Uma Musume %h_pop3."
"3番人気はこの娘です、\nここまで無敗春の天皇賞ウマ娘\n%h_pop3","The third most popular girl is this one, the undefeated spring emperor's daughter %h_pop3"
"虎視眈々と上位を狙っています\n3番人気はここまで無敗春の天皇賞ウマ娘\n%h_pop3","I've been watching this one vigilantly, trying to get to the top. The third most popular horse is the undefeated Spring Tennoushou Uma Musume %h_pop3"
"人気と実力を兼ね備えた\nここまで無敗春の天皇賞ウマ娘\n%h_pop3\n今日は3番人気です","The undefeated spring emperor so far, who is both popular and talented, is the third most popular horse girl %h_pop3 today."
"さあ、今日の主役はこのウマ娘をおいて他にいない\nここまで無敗春の天皇賞ウマ娘\n%h_pop1、1番人気です","Now, the star of the show today is none other than the undefeated Spring Tennou-sho horsegirl %h_pop1, the number 1 favorite so far!"
"威風堂々とスタートを待つのはこのウマ娘\nここまで無敗春の天皇賞ウマ娘\n%h_pop1、1番人気です","Waiting for the majestic start is this horse girl, the undefeated horse girl %h_pop1, the favorite for the Spring Tennou Sho."
"スタンドに押しかけた\nファンの期待を一身に背負って\nここまで無敗春の天皇賞ウマ娘\n%h_pop1、1番人気です","The fans in the stands are expecting a lot from her, and she's undefeated so far in the Spring Tennou-sho, and %h_pop1 is the most popular."
"対抗するのはここまで無敗春の天皇賞ウマ娘\n%h_pop2\n真っ向勝負に注目だ","His opponent is the undefeated Spring Tennou Sho winner, Uma Musume %h_pop2, and she's looking for a head-to-head matchup."
"2番人気はここまで無敗春の天皇賞ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","The second favorite is undefeated so far in the spring Tennou Sho, and %h_pop2 is just as good as the first favorite."
"さあ、2番人気はこの娘\nここまで無敗春の天皇賞ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","Now, the second favorite is %h_pop2, who is undefeated so far in the Spring Emperor's Tournament, and she's a good bet to win."
"対抗するのはここまで無敗春の天皇賞ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","The opposing team is the undefeated Spring Tennou Sho winner, Uma Musume %h_pop2, who is as good as the favorite."
"2番人気はここまで無敗春の天皇賞ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","The second most popular horse is undefeated so far in the spring Emperor's Championship, and %h_pop2 is got a good shot at winning."
"さあ、2番人気はこの娘\nここまで無敗春の天皇賞ウマ娘\n%h_pop2\n真っ向勝負に注目だ","Now, the second favorite is this girl, undefeated so far in the Spring Tennoushou Uma Musume %h_pop2, and we're looking at a head-to-head matchup."
"対抗するのはここまで無敗春の天皇賞ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","The opposition is the undefeated Spring Tennou Sho winner, Uma Musume %h_pop2, and she has a good shot at victory."
"2番人気はここまで無敗春の天皇賞ウマ娘\n%h_pop2\n真っ向勝負に注目だ","The second favorite is undefeated so far in the spring, the Tennou Sho, and %h_pop2 is looking for a head-to-head matchup."
"さあ、2番人気はこの娘\nここまで無敗春の天皇賞ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","Now, the second favorite is this girl, who is undefeated so far in the Spring Tennoushou Uma Musume %h_pop2, and she's as good as the first favorite."
"ここまで無敗春の天皇賞ウマ娘\n%h_pop3\n現在、3番人気\n注目株のウマ娘だ！","So far, she's undefeated in the Spring Tennou Sho, and %h_pop3 is the third most popular horse girl in the world!"
"ここまで無敗春の天皇賞ウマ娘\n%h_pop3\n3番人気です\n下剋上は起りうるのか！？","So far, %h_pop3 is the 3rd most popular undefeated horse girl in the Spring Tennoushou. Will it be possible for her to win?"
"ここまで無敗春の天皇賞ウマ娘\n%h_pop3\n現在、3番人気\n下剋上は起りうるのか！？","Undefeated Spring Tenno Sho horsegirl %h_pop3 is currently 3rd favorite. Will she have a shot at victory?"
"ここまで無敗春の天皇賞ウマ娘\n%h_pop3\n3番人気です\n実力は間違いなく上位です！","So far, she's undefeated in the Spring Emperor's Championship, and she's the 3rd most popular horse girl. %h_pop3 is definitely a top performer!"
"ここまで無敗春の天皇賞ウマ娘\n%h_pop3\n現在、3番人気\n実力は間違いなく上位です！","So far undefeated in the Spring Emperor's Prize, Uma Musume %h_pop3 is currently the third most popular and definitely the most talented!"
"ここまで無敗春の天皇賞ウマ娘\n%h_pop3\n3番人気です\n注目株のウマ娘だ！","Undefeated so far, %h_pop3 is the 3rd most popular horse girl in the spring. The hottest horse girl in the world!"
"注目のここまで無敗春の天皇賞ウマ娘\n%h_player\n%p_waku_banでの出走","She's undefeated so far in the Spring Tennou-sho, and she's running with Uma Musume %h_player %p_waku_ban."
"現在、1番人気は前年の覇者\n%h_pop1","The current favorite is the previous year's champion, %h_pop1."
"このレース、最も人気を集めているのは\n前年の覇者\n%h_pop1、1番人気です","The favorite in this race is the previous year's champion, %h_pop1, the first favorite!"
"さあ、1番人気の紹介です\n前年の覇者\n%h_pop1","Now, let's meet the favorite! Last year's champion, %h_pop1"
"1番人気はもちろんこの娘\n前年の覇者\n%h_pop1","The most popular is of course this girl, last year's champion %h_pop1"
"続く2番人気は前年の覇者\n%h_pop2","The next favorite is the previous year's champion, %h_pop2."
"2番人気を紹介しましょう\n前年の覇者\n%h_pop2","Let's take a look at the second favorite, last year's champion, %h_pop2."
"実力は負けていません\n2番人気、前年の覇者\n%h_pop2","She's as good as it gets. 2nd favorite, last year's champion %h_pop2"
"この評価は少し不満か？\n2番人気はこの娘、前年の覇者\n%h_pop2","Is this rating a little unsatisfactory? The second favorite is this girl, the winner of the previous year %h_pop2"
"3番人気には前年の覇者\n%h_pop3","The third favorite is the previous year's champion, %h_pop3."
"3番人気はこの娘です、\n前年の覇者\n%h_pop3","The third favorite is this girl, the winner of the previous year %h_pop3"
"虎視眈々と上位を狙っています\n3番人気は前年の覇者\n%h_pop3","The third favorite is the winner of the previous year's race, %h_pop3. The third favorite is the previous year's champion, %h_pop3."
"人気と実力を兼ね備えた\n前年の覇者\n%h_pop3\n今日は3番人気です","The previous year's champion, who is both popular and powerful %h_pop3, is the third favorite today."
"さあ、今日の主役はこのウマ娘をおいて他にいない\n前年の覇者\n%h_pop1、1番人気です","Now, the star of the show today is none other than this horsegirl, the previous year's champion %h_pop1, the number 1 favorite!"
"威風堂々とスタートを待つのはこのウマ娘\n前年の覇者\n%h_pop1、1番人気です","Waiting majestically for the start is the winner of the previous year's Uma Musume, %h_pop1, who is the most popular."
"スタンドに押しかけた\nファンの期待を一身に背負って\n前年の覇者\n%h_pop1、1番人気です","The previous year's champion, %h_pop1, is the favorite, carrying the expectations of the fans in the stands."
"対抗するのは前年の覇者\n%h_pop2\n真っ向勝負に注目だ","The opponent is the previous year's champion, %h_pop2, and we're looking forward to a head-to-head battle."
"2番人気は前年の覇者\n%h_pop2\n実力は1番人気にも引けを取りません","The second favorite is the previous year's champion, %h_pop2, who is as good as the first favorite."
"さあ、2番人気はこの娘\n前年の覇者\n%h_pop2\n十分に勝利を狙えますよ","Now, the second favorite is this girl, the champion of the previous year %h_pop2, and she's good enough to win."
"対抗するのは前年の覇者\n%h_pop2\n実力は1番人気にも引けを取りません","His opponent is the previous year's champion, %h_pop2, who is as good as the favorite."
"2番人気は前年の覇者\n%h_pop2\n十分に勝利を狙えますよ","The second favorite is the previous year's champion, %h_pop2, and she has a good shot at winning."
"さあ、2番人気はこの娘\n前年の覇者\n%h_pop2\n真っ向勝負に注目だ","Now, the second favorite is this girl, the champion of the previous year, %h_pop2."
"対抗するのは前年の覇者\n%h_pop2\n十分に勝利を狙えますよ","The opposing team is the previous year's champion, %h_pop2, and they have a good shot at victory."
"2番人気は前年の覇者\n%h_pop2\n真っ向勝負に注目だ","The second favorite is the previous year's champion, %h_pop2, and she's looking for a head-to-head battle."
"さあ、2番人気はこの娘\n前年の覇者\n%h_pop2\n実力は1番人気にも引けを取りません","Now, the second favorite is this girl, the winner of the previous year's championship, %h_pop2, who is as good as the first favorite."
"前年の覇者\n%h_pop3\n現在、3番人気\n注目株のウマ娘だ！","The previous year's champion, %h_pop3, is currently the third most popular horse girl in the world!"
"前年の覇者\n%h_pop3\n3番人気です\n下剋上は起りうるのか！？","Last year's champion, %h_pop3, only manages 3rd favorite. Will she show us what she's made of!?"
"前年の覇者\n%h_pop3\n現在、3番人気\n下剋上は起りうるのか！？","The previous year's champion, %h_pop3, is now the third most popular."
"前年の覇者\n%h_pop3\n3番人気です\n実力は間違いなく上位です！","Only third favourite this time, last year's champion, %h_pop3. Can she take victory regardless!?"
"前年の覇者\n%h_pop3\n現在、3番人気\n実力は間違いなく上位です！","The previous year's champion, %h_pop3, currently the third most popular, and definitely the most powerful!"
"前年の覇者\n%h_pop3\n3番人気です\n注目株のウマ娘だ！","Third favourite %h_pop3, last year's champion! Don't count her out!"
"注目の前年の覇者\n%h_player\n%p_waku_banでの出走","Noted previous year's champion, %h_player %p_waku_ban, in the race."
"現在、1番人気はここまで無敗前年の覇者\n%h_pop1","The current favorite is the undefeated champion of the previous year, %h_pop1."
"このレース、最も人気を集めているのは\nここまで無敗前年の覇者\n%h_pop1、1番人気です","The favorite in this race is the undefeated previous year's champion, %h_pop1, who is the number one favorite."
"さあ、1番人気の紹介です\nここまで無敗前年の覇者\n%h_pop1","Let's take a look at the favorite. The undefeated champion of the previous year, %h_pop1."
"1番人気はもちろんこの娘\nここまで無敗前年の覇者\n%h_pop1","The favorite is of course the undefeated champion of the previous year, %h_pop1."
"続く2番人気はここまで無敗前年の覇者\n%h_pop2","The next favorite is the undefeated champion of the previous year, %h_pop2."
"2番人気を紹介しましょう\nここまで無敗前年の覇者\n%h_pop2","Let's take a look at the second favorite, the undefeated champion of the previous year, %h_pop2."
"実力は負けていません\n2番人気、ここまで無敗前年の覇者\n%h_pop2","%h_pop's a force to be reckoned with. The second favorite, undefeated so far, the champion of the previous year."
"この評価は少し不満か？\n2番人気はこの娘、ここまで無敗前年の覇者\n%h_pop2","Is this rating a little unsatisfactory? The second favorite is this girl, the undefeated champion of the previous year so far %h_pop2"
"3番人気にはここまで無敗前年の覇者\n%h_pop3","The third favorite is the undefeated champion of the previous year, %h_pop3."
"3番人気はこの娘です、\nここまで無敗前年の覇者\n%h_pop3","The third favorite is this girl, so far the undefeated champion of the previous year %h_pop3"
"虎視眈々と上位を狙っています\n3番人気はここまで無敗前年の覇者\n%h_pop3","The third favorite is the undefeated champion of the previous year. The third favorite is the undefeated champion of the previous year, %h_pop3."
"人気と実力を兼ね備えた\nここまで無敗前年の覇者\n%h_pop3\n今日は3番人気です","The undefeated champion of the previous year, who is both popular and powerful %h_pop3, is the third favorite today."
"さあ、今日の主役はこのウマ娘をおいて他にいない\nここまで無敗前年の覇者\n%h_pop1、1番人気です","Now, the star of the show today is none other than the undefeated previous year's champion, %h_pop1, who is the favorite so far!"
"威風堂々とスタートを待つのはこのウマ娘\nここまで無敗前年の覇者\n%h_pop1、1番人気です","Awaiting the start with dignity is the undefeated champion of the previous year, %h_pop1, the number one favorite!"
"スタンドに押しかけた\nファンの期待を一身に背負って\nここまで無敗前年の覇者\n%h_pop1、1番人気です","The undefeated champion of the previous year, %h_pop1, is the favorite, carrying the expectations of the fans in the stands."
"対抗するのはここまで無敗前年の覇者\n%h_pop2\n真っ向勝負に注目だ","The opponents are the undefeated champions of the previous year, %h_pop2, and they're looking for a head-to-head battle."
"2番人気はここまで無敗前年の覇者\n%h_pop2\n実力は1番人気にも引けを取りません","The second favorite is the undefeated champion of the previous year, %h_pop2, who is as good as the first favorite."
"さあ、2番人気はこの娘\nここまで無敗前年の覇者\n%h_pop2\n十分に勝利を狙えますよ","Now, the second favorite is %h_pop2, the undefeated champion of the previous year, and she's got a good shot at winning."
"対抗するのはここまで無敗前年の覇者\n%h_pop2\n実力は1番人気にも引けを取りません","The other side is the undefeated champion of the previous year, %h_pop2, who is as good as the favorite."
"2番人気はここまで無敗前年の覇者\n%h_pop2\n十分に勝利を狙えますよ","The second favorite is the undefeated previous year's champion, %h_pop2, and she's got a good shot at winning."
"さあ、2番人気はこの娘\nここまで無敗前年の覇者\n%h_pop2\n真っ向勝負に注目だ","Now, the second favorite is this girl, the undefeated champion of the previous year, %h_pop2, and she's ready to go head-to-head."
"対抗するのはここまで無敗前年の覇者\n%h_pop2\n十分に勝利を狙えますよ","The opposing team is the undefeated champion of the previous year, %h_pop2, and they have a good shot at victory."
"2番人気はここまで無敗前年の覇者\n%h_pop2\n真っ向勝負に注目だ","The second favorite is the undefeated champion of the previous year, %h_pop2, and she's looking for a head-to-head battle."
"さあ、2番人気はこの娘\nここまで無敗前年の覇者\n%h_pop2\n実力は1番人気にも引けを取りません","Now, the second favorite is this girl, the undefeated champion of the previous year, %h_pop2, who is as good as the first favorite."
"ここまで無敗前年の覇者\n%h_pop3\n現在、3番人気\n注目株のウマ娘だ！","The undefeated previous year's champion, %h_pop3, is currently the third most popular horse girl in the world!"
"ここまで無敗前年の覇者\n%h_pop3\n3番人気です\n下剋上は起りうるのか！？","The undefeated champion of the previous year so far, the 3rd most popular. Can %h_pop3 win the championship?"
"ここまで無敗前年の覇者\n%h_pop3\n現在、3番人気\n下剋上は起りうるのか！？","Last year's champion remains undefeated yet only third favorite. Will %h_pop3 pull through once more!?"
"ここまで無敗前年の覇者\n%h_pop3\n3番人気です\n実力は間違いなく上位です！","The undefeated champion of the previous year so far, and the 3rd most popular. %h_pop3 is definitely the best!"
"ここまで無敗前年の覇者\n%h_pop3\n現在、3番人気\n実力は間違いなく上位です！","The undefeated champion of the previous year so far %h_pop3, currently the third most popular, and definitely the most powerful!"
"ここまで無敗前年の覇者\n%h_pop3\n3番人気です\n注目株のウマ娘だ！","Still undefeated is %h_pop3, last year's champion! We'll pay close attention to this one!"
"注目のここまで無敗前年の覇者\n%h_player\n%p_waku_banでの出走","The undefeated previous year's champion, %h_player %p_waku_ban, is in the spotlight."
"見事、三冠目を手にし\n歴史に名を刻むことはできるか！？","Will you be able to make history by winning the Triple Crown?"
"悲願の三冠達成なるか","Will she achieve his dream of the Triple Crown?"
"このレースを制し、トリプルティアラの称号を\n手にすることはできるか！？","Will you be able to win this race and take home the title of Triple Tiara?"
"二冠目をかけてダービーに挑みます！","She's going to the Derby for his second crown!"
"オークスを制し、\n二冠目を勝ち取ることはできるか！？","Can she win the Oaks and win her second crown?"
"春に続き、秋の舞台でも\n大輪の花を咲かせることができるか！？","Will they be able to bloom on the autumn stage as well as in the spring?"
"女王が秋の舞台で最後の一冠に挑みます","The queen will try for one last crown on the autumn stage."
"菊の舞台で\n残りの一冠を手にすることはできるか！？","Can you win the rest of the crowns in the Chrysanthemum stage?"
"最高の栄誉を手にした走りで\n最後の一冠を狙います","I'm going to try to win one last crown by running with the highest honor."
"若き王者が実力を証明するか！？","Will the young champion prove his ability?"
"歴戦の優駿を相手に、\n現役最強の座を勝ち取りに行きます！","I'm going to take on the best of the best and win the title of the best in the world!"
"見事、春秋連覇となるでしょうか","Will they win the spring and autumn championships in succession?"
"満を持して連覇に挑みます","I'm going to try to win it all again."
"%h_rank_l1、見事三冠達成！\n今ここに、最強のウマ娘が誕生しました！","%h_rank_l1, you have successfully achieved the Triple Crown! Now here is the strongest horse girl ever!"
"%h_rank_l1、秋の三冠達成！\n秋のGⅠ戦線を勝ち抜き\n見事歴史に名を刻んだ！","%h_rank_l1 wins the Fall Triple Crown! She's made history by winning the fall G1 race!"
"%h_rank_l1、ついに三冠達成！\n史上最強女王の座を勝ち取り\n永遠のヒロインが誕生した！","%h_rank_l1, finally won the Triple Crown! She wins the title of the strongest queen in history, and an eternal heroine is born!"
"%h_rank_l1、春の三冠達成！\nあらゆる強豪を退け、偉業を達成しました！","%h_rank_l1, you have won the Spring Triple Crown! We've defeated all the heavyweights and accomplished the feat!"
"天皇賞、春・秋連覇！\n歴史的快挙を成し遂げたのはこのウマ娘\n%h_rank_l1！","The Emperor's Award, Spring and Autumn in a row! The one who achieved this historic feat is this horse girl %h_rank_l1!"
"%h_rank_l1、2大グランプリを制覇！\n実力ナンバーワンを見事に証明してみせました！","%h_rank_l1, winner of the two major Grand Prix! We've successfully proven that we're number one!"
"%h_rank_l1、2大マイル戦を制覇！\n見事マイル界の頂点に立ちました！","%h_rank_l1 wins two major mile races! We're at the top of the mileage world!"
"%h_rank_l1、2大スプリントを制覇！\n現役最速ウマ娘がここに誕生しました！","%h_rank_l1, conquered the two major sprints! The fastest horse girl in the world is born here!"
"%h_rank_l1、2大ダート戦を制覇！\n最強のダートウマ娘の座を見事に掴み取った！","%h_rank_l1 conquers two major dirt races! She successfully grabbed the title of the strongest dirt horse girl!"
"%h_rank_l1、ダービーを制し二冠達成！\nそして秋の京都へ伝説は引き継がれていく！","%h_rank_l1 wins the Derby to complete the double crown! And the legend carries on into Kyoto in the fall!"
"%h_rank_l1！\n桜花賞に続いてオークスを制し\n今、ここに二冠ウマ娘、誕生だ！","%h_rank_l1! She won the Oaks after the Sakurahana-sho, and now, a double crown horse girl is born!"
"%h_rank2\n2番手につけ、様子を見守る！","%h_rank22 in position and we'll see what happens!"
"そしてこれをマークするように\n%a_h_rank3","And mark this as %a_h_rank3"
